parcel ,container,Unipuck,1,5HT3,sample1,barcode,Default,P1,90,90,90,0,0,0,beam,1,111,11,1,forced,smiles,comments
parcel ,container,Unipuck,2,5HT3,sample2,barcode,Default,P1,90,90,90,0,0,0,beam,2,112,12,2,forced,smiles,comments
parcel ,container,Unipuck,3,5HT3,sample3,barcode,Default,P1,90,90,90,0,0,0,beam,3,113,13,3,forced,smiles,comments
parcel ,container,Unipuck,4,5HT3,sample4,barcode,Default,P1,90,90,90,0,0,0,beam,4,114,14,4,forced,smiles,comments
parcel ,container,Unipuck,5,5HT3,sample5,barcode,Default,P1,90,90,90,0,0,0,beam,5,115,15,5,forced,smiles,comments
parcel ,container,Unipuck,6,5HT3,sample6,barcode,Default,P1,90,90,90,0,0,0,beam,6,116,16,6,forced,smiles,comments
parcel ,container,Unipuck,7,5HT3,sample7,barcode,Default,P1,90,90,90,0,0,0,beam,7,117,17,7,forced,smiles,comments
parcel ,container,Unipuck,8,5HT3,sample8,barcode,Default,P1,90,90,90,0,0,0,beam,8,118,18,8,forced,smiles,comments
parcel ,container,Unipuck,9,5HT3,sample9,barcode,Default,P1,90,90,90,0,0,0,beam,9,119,19,9,forced,smiles,comments
parcel ,container,Unipuck,10,5HT3,sample10,barcode,Default,P1,90,90,90,0,0,0,beam,10,120,20,10,forced,smiles,comments
parcel ,container,Unipuck,11,5HT3,sample11,barcode,Default,P1,90,90,90,0,0,0,beam,11,121,21,11,forced,smiles,comments
parcel ,container,Unipuck,12,5HT3,sample12,barcode,Default,P1,90,90,90,0,0,0,beam,12,122,22,12,forced,smiles,comments
parcel ,container,Unipuck,13,5HT3,sample13,barcode,Default,P1,90,90,90,0,0,0,beam,13,123,23,13,forced,smiles,comments
parcel ,container,Unipuck,14,5HT3,sample14,barcode,Default,P1,90,90,90,0,0,0,beam,14,124,24,14,forced,smiles,comments
parcel ,container,Unipuck,15,5HT3,sample15,barcode,Default,P1,90,90,90,0,0,0,beam,15,125,25,15,forced,smiles,comments
parcel ,container,Unipuck,16,5HT3,sample16,barcode,Default,P1,90,90,90,0,0,0,beam,16,126,26,16,forced,smiles,comments
parcel ,container2,Spinepuck,1,5HT3,sample1,barcode,Default,P1,90,90,90,0,0,0,beam,1,111,11,1,forced,smiles,comments
parcel ,container2,Spinepuck,2,5HT3,sample2,barcode,Default,P1,90,90,90,0,0,0,beam,2,112,12,2,forced,smiles,comments
parcel ,container2,Spinepuck,3,5HT3,sample3,barcode,Default,P1,90,90,90,0,0,0,beam,3,113,13,3,forced,smiles,comments
parcel ,container2,Spinepuck,4,5HT3,sample4,barcode,Default,P1,90,90,90,0,0,0,beam,4,114,14,4,forced,smiles,comments
parcel ,container2,Spinepuck,5,5HT3,sample5,barcode,Default,P1,90,90,90,0,0,0,beam,5,115,15,5,forced,smiles,comments
parcel ,container2,Spinepuck,6,5HT3,sample6,barcode,Default,P1,90,90,90,0,0,0,beam,6,116,16,6,forced,smiles,comments
parcel ,container2,Spinepuck,7,5HT3,sample7,barcode,Default,P1,90,90,90,0,0,0,beam,7,117,17,7,forced,smiles,comments
parcel ,container2,Spinepuck,8,5HT3,sample8,barcode,Default,P1,90,90,90,0,0,0,beam,8,118,18,8,forced,smiles,comments
parcel ,container2,Spinepuck,9,5HT3,sample9,barcode,Default,P1,90,90,90,0,0,0,beam,9,119,19,9,forced,smiles,comments
parcel ,container2,Spinepuck,10,5HT3,sample10,barcode,Default,P1,90,90,90,0,0,0,beam,10,120,20,10,forced,smiles,comments
